Team,Year,Player,Salary
CHH,1991,Muggsy Bogues,805000
CHH,1991,Rex Chapman,675000
CHH,1991,Eric Leckner,485000
CHH,1991,Kenny Gattison,355000
CHH,1991,Randolph Keys,322000
CHH,1991,Steve Scheffler,200000
CHH,1991,Scott Haffner,75000
SAS,1991,David Robinson,2265000
SAS,1991,Terry Cummings,1860000
SAS,1991,Sean Elliott,1800000
SAS,1991,Paul Pressey,900000
SAS,1991,Sidney Green,837000
SAS,1991,David Wingate,750000
SAS,1991,Willie Anderson,725000
SAS,1991,Dave Greenwood,650000
SAS,1991,Dwayne Schintzius,520000
SAS,1991,Rod Strickland,400000
SAS,1991,Sean Higgins,150000
SAS,1991,Tony Massenburg,150000
SAS,1991,Avery Johnson,50000
UTA,1991,Karl Malone,2260000
UTA,1991,Mark Eaton,2000000
UTA,1991,John Stockton,2000000
UTA,1991,Thurl Bailey,1000000
UTA,1991,Jeff Malone,915000
UTA,1991,Darrell Griffith,850000
UTA,1991,Mike Brown,650000
UTA,1991,Blue Edwards,360000
UTA,1991,Walter Palmer,225000
UTA,1991,Delaney Rudd,215000
UTA,1991,Andy Toolson,120000
UTA,1991,Ken Bannister,50000
UTA,1991,Tony Brown,50000
HOU,1991,Hakeem Olajuwon,3175000
HOU,1991,Otis Thorpe,1760000
HOU,1991,Sleepy Floyd,1400000
HOU,1991,Larry Smith,800000
HOU,1991,Kenny Smith,700000
HOU,1991,Buck Johnson,675000
HOU,1991,Dave Jamerson,650000
HOU,1991,David Wood,300000
HOU,1991,Adrian Caldwell,275000
HOU,1991,Dave Feitl,275000
HOU,1991,Vernon Maxwell,250000
HOU,1991,Matt Bullard,120000
HOU,1991,Kennard Winchester,120000
ORL,1991,Dennis Scott,1560000
ORL,1991,Terry Catledge,1085000
ORL,1991,Sam Vincent,980000
ORL,1991,Nick Anderson,725000
ORL,1991,Greg Kite,480000
ORL,1991,Otis Smith,450000
ORL,1991,Jerry Reynolds,450000
ORL,1991,Mark Acres,437000
ORL,1991,Jeff Turner,410000
ORL,1991,Scott Skiles,408000
ORL,1991,Morlon Wiley,347000
ORL,1991,Michael Ansley,200000
MIN,1991,Tony Campbell,1200000
MIN,1991,Randy Breuer,1150000
MIN,1991,Felton Spencer,1070000
MIN,1991,Tyrone Corbin,830000
MIN,1991,Pooh Richardson,615000
MIN,1991,Tod Murphy,590000
MIN,1991,Gerald Glass,575000
MIN,1991,Sam Mitchell,500000
MIN,1991,Bob Thornton,335000
MIN,1991,Scott Brooks,295000
MIN,1991,Doug West,230000
MIN,1991,Richard Coffey,150000
DAL,1991,Rolando Blackman,1650000
DAL,1991,Derek Harper,1519000
DAL,1991,Fat Lever,1519000
DAL,1991,Alex English,1500000
DAL,1991,Herb Williams,1000000
DAL,1991,Rodney McCray,985000
DAL,1991,James Donaldson,880000
DAL,1991,Roy Tarpley,765000
DAL,1991,Randy White,730000
DAL,1991,Brad Davis,600000
DAL,1991,Steve Alford,250000
DAL,1991,John Shasky,150000
DAL,1991,Jim Grandholm,115000
DAL,1991,Kelvin Upshaw,30000
DEN,1991,Blair Rasmussen,2185000
DEN,1991,Mahmoud Abdul-Rauf,1660000
DEN,1991,Greg Anderson,1365000
DEN,1991,Joe Wolf,990000
DEN,1991,Michael Adams,825000
DEN,1991,Orlando Woolridge,805000
DEN,1991,Todd Lichti,565000
DEN,1991,Bill Hanzlik,510000
DEN,1991,Jerome Lane,500000
DEN,1991,Anthony Cook,370000
DEN,1991,Kenny Battle,350000
DEN,1991,Marcus Liberty,210000
POR,1991,Terry Porter,2000000
POR,1991,Kevin Duckworth,1710000
POR,1991,Buck Williams,1550000
POR,1991,Clyde Drexler,1180000
POR,1991,Wayne Cooper,1100000
POR,1991,Walter Davis,900000
POR,1991,Danny Ainge,725000
POR,1991,Jerome Kersey,550000
POR,1991,Danny Young,450000
POR,1991,Mark Bryant,405000
POR,1991,Alaa Abdelnaby,395000
POR,1991,Clifford Robinson,250000
LAL,1991,Magic Johnson,2400000
LAL,1991,Sam Perkins,1970000
LAL,1991,A.C. Green,1750000
LAL,1991,James Worthy,1600000
LAL,1991,Byron Scott,1100000
LAL,1991,Vlade Divac,770000
LAL,1991,Mychal Thompson,615000
LAL,1991,Elden Campbell,575000
LAL,1991,Larry Drew,550000
LAL,1991,Terry Teagle,550000
LAL,1991,Tony Smith,120000
LAL,1991,Irving Thomas,120000
PHO,1991,Tom Chambers,2060000
PHO,1991,Kevin Johnson,1750000
PHO,1991,Xavier McDaniel,1400000
PHO,1991,Jeff Hornacek,1100000
PHO,1991,Kurt Rambis,900000
PHO,1991,Mark West,875000
PHO,1991,Tim Perry,675000
PHO,1991,Andrew Lang,600000
PHO,1991,Ed Nealy,550000
PHO,1991,Negele Knight,468000
PHO,1991,Dan Majerle,430000
PHO,1991,Joe Barry Carroll,350000
PHO,1991,Cedric Ceballos,175000
PHO,1991,Ian Lockhart,130000
GSW,1991,Chris Mullin,2850000
GSW,1991,Alton Lister,1700000
GSW,1991,Sarunas Marciulionis,1270000
GSW,1991,Jim Petersen,1235000
GSW,1991,Tyrone Hill,1000000
GSW,1991,Mitch Richmond,850000
GSW,1991,Les Jepsen,505000
GSW,1991,Tim Hardaway,500000
GSW,1991,Rod Higgins,500000
GSW,1991,Tom Tolbert,405000
GSW,1991,Kevin Pritchard,185000
GSW,1991,Paul Mokeski,100000
GSW,1991,Mario Elie,50000
SEA,1991,Benoit Benjamin,1750000
SEA,1991,Gary Payton,1685000
SEA,1991,Ricky Pierce,1100000
SEA,1991,Eddie Johnson,1000000
SEA,1991,Derrick McKey,962000
SEA,1991,Michael Cage,910000
SEA,1991,Nate McMillan,658000
SEA,1991,Sedale Threatt,650000
SEA,1991,Dana Barros,500000
SEA,1991,Quintin Dailey,425000
SEA,1991,Shawn Kemp,350000
SEA,1991,Dave Corzine,300000
SEA,1991,Scott Meents,300000
LAC,1991,Danny Manning,2200000
LAC,1991,Ron Harper,1365000
LAC,1991,Ken Norman,1050000
LAC,1991,Charles Smith,1000000
LAC,1991,Bo Kimble,950000
LAC,1991,Loy Vaught,825000
LAC,1991,Olden Polynice,600000
LAC,1991,Gary Grant,530000
LAC,1991,Winston Garland,450000
LAC,1991,Ken Bannister,400000
LAC,1991,Tom Garrick,340000
LAC,1991,Mike Smrek,325000
LAC,1991,Jeff Martin,210000
SAC,1991,Wayman Tisdale,2330000
SAC,1991,Ralph Sampson,2250000
SAC,1991,Lionel Simmons,930000
SAC,1991,Travis Mays,800000
SAC,1991,Bill Wennington,700000
SAC,1991,Duane Causwell,650000
SAC,1991,Antoine Carr,610000
SAC,1991,Bob Hansen,550000
SAC,1991,Steve Colter,300000
SAC,1991,Rory Sparrow,300000
SAC,1991,Rick Calloway,125000
SAC,1991,Anthony Frederick,30000
SAC,1991,Jim Les,30000
