Team,Year,Player,Salary
SAS,1997,Monty Williams,1040000
SAS,1997,Avery Johnson,1040000
SAS,1997,Vernon Maxwell,1000000
SAS,1997,Greg Anderson,584000
SAS,1997,Cory Alexander,521000
SAS,1997,Dominique Wilkins,247500
SAS,1997,Stephen Howard,181100
SAS,1997,Gaylon Nickerson,152900
HOU,1997,Hakeem Olajuwon,9655000
HOU,1997,Clyde Drexler,5500000
HOU,1997,Charles Barkley,4695000
HOU,1997,Brent Price,1600000
HOU,1997,Kevin Willis,1500000
HOU,1997,Mario Elie,1400000
HOU,1997,Tracy Moore,247500
HOU,1997,Matt Maloney,247500
HOU,1997,Sam Mack,247500
HOU,1997,Charles Jones,247500
HOU,1997,Othella Harrington,247500
HOU,1997,Matt Bullard,247500
HOU,1997,Emanual Davis,220000
HOU,1997,Randy Livingston,220000
VAN,1997,Shareef Abdur-Rahim,2186000
VAN,1997,Blue Edwards,2100000
VAN,1997,George Lynch,2090000
VAN,1997,Greg Anthony,1875000
VAN,1997,Bryant Reeves,1695000
VAN,1997,Anthony Peeler,1540000
VAN,1997,Lee Mayberry,1100000
VAN,1997,Eric Mobley,992000
VAN,1997,Pete Chilcutt,700000
VAN,1997,Roy Rogers,664000
VAN,1997,Lawrence Moten,321000
VAN,1997,Doug Edwards,247500
VAN,1997,Rich Manning,247500
VAN,1997,Chris Robinson,220000
DAL,1997,A.C. Green,4851000
DAL,1997,Jim Jackson,3900000
DAL,1997,Jamal Mashburn,3833000
DAL,1997,Chris Gatling,3047000
DAL,1997,Terry Davis,2300000
DAL,1997,Derek Harper,1300000
DAL,1997,Eric Montross,1280000
DAL,1997,Samaki Walker,1246000
DAL,1997,Sam Cassell,1235000
DAL,1997,George McCloud,1100000
DAL,1997,Michael Finley,723000
DAL,1997,Jimmy King,330000
DAL,1997,Greg Dreiling,247500
DAL,1997,Oliver Miller,247500
DAL,1997,Fred Roberts,247500
DAL,1997,Erick Strickland,220000
GSW,1997,Latrell Sprewell,7000000
GSW,1997,Mark Price,3409000
GSW,1997,Donyell Marshall,3360000
GSW,1997,Chris Mullin,2844000
GSW,1997,Joe Smith,2794000
GSW,1997,Felton Spencer,2694000
GSW,1997,B.J. Armstrong,2400000
GSW,1997,Donald Royal,1700000
GSW,1997,Bimbo Coles,1400000
GSW,1997,Jon Koncak,1150000
GSW,1997,Todd Fuller,1125000
GSW,1997,Andrew DeClercq,276000
GSW,1997,Mike Peplowski,247500
GSW,1997,Lou Roe,247500
GSW,1997,Ray Owes,220000
LAC,1997,Stanley Roberts,3250000
LAC,1997,Loy Vaught,3100000
LAC,1997,Pooh Richardson,2721000
LAC,1997,Lamond Murray,2700000
LAC,1997,Rodney Rogers,2280000
LAC,1997,Terry Dehere,1905000
LAC,1997,Malik Sealy,1732000
LAC,1997,Lorenzen Wright,1480000
LAC,1997,Eric Piatkowski,1363000
LAC,1997,Brent Barry,958000
LAC,1997,Dwayne Schintzius,625000
LAC,1997,Bo Outlaw,600000
LAC,1997,Darrick Martin,375000
LAC,1997,Kevin Duckworth,247500
SAC,1997,Billy Owens,3773000
SAC,1997,Mitch Richmond,3575000
SAC,1997,Lionel Simmons,3194000
SAC,1997,Olden Polynice,3140000
SAC,1997,Mahmoud Abdul-Rauf,3100000
SAC,1997,Bobby Hurley,3068000
SAC,1997,Duane Causwell,2215000
SAC,1997,Michael Smith,1570000
SAC,1997,Brian Grant,1293000
SAC,1997,Kevin Gamble,1196000
SAC,1997,Corliss Williamson,1051000
SAC,1997,Tyus Edney,247500
SAC,1997,Kevin Salvadori,247500
SAC,1997,Devin Gray,150200
LAL,1997,Shaquille O'Neal,10714000
LAL,1997,Elden Campbell,7000000
LAL,1997,Cedric Ceballos,2400000
LAL,1997,Nick Van Exel,1900000
LAL,1997,Eddie Jones,1800000
LAL,1997,Corie Blount,1235000
LAL,1997,Sean Rooks,1200000
LAL,1997,Kobe Bryant,1015000
LAL,1997,Derek Fisher,612000
LAL,1997,Jerome Kersey,247500
LAL,1997,Rumeal Robinson,247500
LAL,1997,Byron Scott,247500
LAL,1997,Travis Knight,220000
PHO,1997,Kevin Johnson,7000000
PHO,1997,Danny Manning,6833000
PHO,1997,Jason Kidd,4408000
PHO,1997,Hot Rod Williams,4151000
PHO,1997,Wayman Tisdale,3475000
PHO,1997,Robert Horry,1703000
PHO,1997,Joe Kleine,1235000
PHO,1997,Marty Conlon,1200000
PHO,1997,Mark Bryant,1150000
PHO,1997,Tony Dumas,1120000
PHO,1997,Wesley Person,1040000
PHO,1997,Steve Nash,916000
PHO,1997,Loren Meyer,639000
PHO,1997,Mario Bennett,555000
PHO,1997,Rex Chapman,247500
PHO,1997,Darrin Hancock,247500
PHO,1997,Ben Davis,220000
BOS,1998,Dee Brown,3500000
BOS,1998,Dana Barros,3400000
BOS,1998,Dino Radja,2500000
BOS,1998,Chauncey Billups,2384640
BOS,1998,Greg Minor,2160000
BOS,1998,Pervis Ellison,2090000
BOS,1998,Travis Knight,2000000
BOS,1998,Antoine Walker,1864080
BOS,1998,Ron Mercer,1768320
BOS,1998,Andrew DeClercq,1200000
BOS,1998,Walter McCarty,862560
BOS,1998,Dontae' Jones,794880
BOS,1998,Roy Rogers,763080
BOS,1998,John Thomas,640440
BOS,1998,Bruce Bowen,422500
BOS,1998,Tyus Edney,400000
BOS,1998,Scott Brooks,50000
TOR,1998,Walt Williams,3750000
TOR,1998,Sharone Wright,3500000
TOR,1998,Marcus Camby,2799240
TOR,1998,Doug Christie,2012767
TOR,1998,Carlos Rogers,1900000
TOR,1998,Popeye Jones,1886538
TOR,1998,Damon Stoudamire,1748760
TOR,1998,Shawn Respert,1602120
TOR,1998,Tracy McGrady,1359360
TOR,1998,B.J. Tyler,1200000
TOR,1998,Zan Tabak,950000
TOR,1998,John Wallace,903120
TOR,1998,Reggie Slater,350000
TOR,1998,John Long,272500
TOR,1998,Ed Stokes,272500
TOR,1998,Chris Garner,242000
NYK,1998,Patrick Ewing,20500000
NYK,1998,Larry Johnson,8460714
NYK,1998,Allan Houston,6000000
NYK,1998,John Starks,5112500
NYK,1998,Chris Childs,3120000
NYK,1998,Chris Mills,3000000
NYK,1998,Charles Oakley,2850000
NYK,1998,Buck Williams,1431000
NYK,1998,Chris Dudley,1135000
NYK,1998,Charlie Ward,1054500
NYK,1998,Herb Williams,766667
NYK,1998,Ron Grandison,272250
NYK,1998,Pete Myers,272250
PHI,1998,Derrick Coleman,8002800
PHI,1998,Jim Jackson,4600000
PHI,1998,Allen Iverson,3128640
PHI,1998,Scott Williams,2850000
PHI,1998,Jerry Stackhouse,2583360
PHI,1998,Tim Thomas,1614240
PHI,1998,Eric Montross,1520000
PHI,1998,Rex Walters,1430000
PHI,1998,Terry Cummings,1000000
PHI,1998,Anthony Parker,754080
PHI,1998,Mark Davis,326700
PHI,1998,Doug Overton,326700
PHI,1998,Marko Milic,242000
PHI,1998,Kebu Stewart,242000
NJN,1998,Kendall Gill,4400000
NJN,1998,Chris Gatling,3656400
NJN,1998,Keith Van Horn,2655360
NJN,1998,Kevin Edwards,2640000
NJN,1998,Sam Cassell,2500000
NJN,1998,Jayson Williams,2500000
NJN,1998,Don MacLean,2120000
NJN,1998,Michael Cage,2055421
NJN,1998,Kerry Kittles,1559040
NJN,1998,Yinka Dare,1552500
NJN,1998,Lucious Harris,1440000
NJN,1998,David Benoit,609096
NJN,1998,Sherman Douglas,272250
NJN,1998,Jack Haley,272250
NJN,1998,Steve Henson,272250
WAS,1998,Juwan Howard,11250000
WAS,1998,Chris Webber,9000000
WAS,1998,Harvey Grant,4671875
WAS,1998,Calbert Cheaney,3600000
WAS,1998,Rod Strickland,3450000
WAS,1998,Tracy Murray,2040000
WAS,1998,Gheorghe Muresan,1887500
WAS,1998,Chris Whitney,1200000
WAS,1998,Lorenzo Williams,1128000
WAS,1998,Tim Legler,1105000
WAS,1998,Ben Wallace,326700
WAS,1998,Terry Davis,272250
WAS,1998,Darvin Ham,272250
WAS,1998,Jimmy Oliver,272250
WAS,1998,God Shammgod,242250
ATL,1998,Dikembe Mutombo,9615187
ATL,1998,Steve Smith,5400000
ATL,1998,Christian Laettner,5050000
ATL,1998,Ken Norman,3332000
ATL,1998,Mookie Blaylock,3000000
ATL,1998,Alan Henderson,1028400
ATL,1998,Ed Gray,723840
ATL,1998,Eldridge Recasner,326700
ATL,1998,Tyrone Corbin,326700
ATL,1998,Greg Anderson,272250
ATL,1998,Chucky Brown,272250
ATL,1998,Anthony Miller,272250
ATL,1998,Donald Whiteside,272250
ATL,1998,Chris Crawford,242000
MIA,1998,Alonzo Mourning,11254800
MIA,1998,Tim Hardaway,4800000
MIA,1998,Jamal Mashburn,4433334
MIA,1998,P.J. Brown,3844800
MIA,1998,Dan Majerle,2820000
MIA,1998,Voshon Lenard,2364597
MIA,1998,Duane Causwell,1211705
MIA,1998,Terry Mills,1000000
MIA,1998,Keith Askins,750000
MIA,1998,Charles Smith,619200
MIA,1998,Isaac Austin,384000
MIA,1998,Todd Day,272250
MIA,1998,Eric Murdock,272250
MIA,1998,Mark Strickland,272250
MIA,1998,Malcolm Huckaby,242000
MIA,1998,Ruben Nembhard,50000
MIA,1998,Ben Davis,25000
MIA,1998,Patrick Savoy,25000
CHH,1998,Vlade Divac,4833333
CHH,1998,Glen Rice,4702000
CHH,1998,Dell Curry,3660000
CHH,1998,Anthony Mason,3471500
CHH,1998,Bobby Phills,2900000
CHH,1998,David Wesley,1800000
CHH,1998,Muggsy Bogues,1800000
CHH,1998,Matt Geiger,1402000
CHH,1998,Tony Delk,1000680
CHH,1998,J.R. Reid,650000
CHH,1998,Corey Beck,272250
CHH,1998,Tony Farmer,272250
CHH,1998,Travis Williams,242000
ORL,1998,Horace Grant,14285714
ORL,1998,Anfernee Hardaway,7580000
ORL,1998,Mark Price,4090920
ORL,1998,Rony Seikaly,4002000
ORL,1998,Nick Anderson,4000000
ORL,1998,Derek Harper,1560000
ORL,1998,Ed O'Bannon,1472640
ORL,1998,Tree Rollins,1470000
ORL,1998,Bo Outlaw,1000000
ORL,1998,Johnny Taylor,901880
ORL,1998,Clifford Rozier,750000
ORL,1998,Danny Schayes,690000
ORL,1998,Brian Evans,607545
ORL,1998,Darrell Armstrong,350000
ORL,1998,Derek Strong,326700
ORL,1998,Gerald Wilkins,326700
ORL,1998,Tim Kempton,272250
ORL,1998,Jason Lawson,242250
ORL,1998,Amal McCaskill,20700
ORL,1998,Rick Brunson,5000
CLE,1998,Shawn Kemp,8600000
CLE,1998,Danny Ferry,4000000
CLE,1998,Wesley Person,3500000
CLE,1998,Greg Graham,1540000
CLE,1998,Tony Dumas,1330000
CLE,1998,Vitaly Potapenko,1228560
CLE,1998,Derek Anderson,1107240
CLE,1998,Henry James,1000000
CLE,1998,Bob Sura,976920
CLE,1998,Brevin Knight,949320
CLE,1998,Zydrunas Ilgauskas,828000
CLE,1998,Donny Marshall,540000
CLE,1998,Shawnelle Scott,500000
CLE,1998,Mitchell Butler,272250
CLE,1998,Cedric Henderson,250000
CLE,1998,Jerome Allen,35000
CLE,1998,Adrian Caldwell,20000
MIL,1998,Glenn Robinson,5510000
MIL,1998,Tyrone Hill,4110000
MIL,1998,Armen Gilliam,2780400
MIL,1998,Andrew Lang,2700000
MIL,1998,Ervin Johnson,2281128
MIL,1998,Ray Allen,2052360
MIL,1998,Elliot Perry,2000000
MIL,1998,Terrell Brandon,1469440
MIL,1998,Acie Earl,1430000
MIL,1998,Michael Curry,500000
MIL,1998,Jerald Honeycutt,300000
MIL,1998,Tim Breaux,272250
MIL,1998,Jamie Feick,272250
MIL,1998,Jeff Nordgaard,242000
IND,1998,Reggie Miller,9031850
IND,1998,Dale Davis,5273333
IND,1998,Antonio Davis,4500000
IND,1998,Rik Smits,4000000
IND,1998,Derrick McKey,3600000
IND,1998,Mark Jackson,3200000
IND,1998,Chris Mullin,2941500
IND,1998,Jalen Rose,1852500
IND,1998,Haywoode Workman,1260000
IND,1998,Austin Croshere,1165440
IND,1998,Travis Best,752000
IND,1998,Mark West,650000
IND,1998,Fred Hoiberg,356400
IND,1998,Etdrick Bohannon,272250
IND,1998,Mark Pope,242000
IND,1998,Ron Riley,50000
IND,1998,Todd Lindeman,15000
CHI,1998,Michael Jordan,33140000
CHI,1998,Ron Harper,4560000
CHI,1998,Toni Kukoc,4560000
CHI,1998,Dennis Rodman,4500000
CHI,1998,Luc Longley,3184900
CHI,1998,Scottie Pippen,2775000
CHI,1998,Bill Wennington,1800000
CHI,1998,Scott Burrell,1430000
CHI,1998,Randy Brown,1260000
CHI,1998,Robert Parish,1150000
CHI,1998,Jason Caffey,850920
CHI,1998,Steve Kerr,750000
CHI,1998,Keith Booth,597600
CHI,1998,Jud Buechler,500000
CHI,1998,Joe Kleine,272250
DET,1998,Grant Hill,5850000
DET,1998,Bison Dele,4050000
DET,1998,Joe Dumars,3000000
DET,1998,Grant Long,2610335
DET,1998,Lindsey Hunter,1750000
DET,1998,Aaron McKie,1235000
DET,1998,Malik Sealy,1150000
DET,1998,Don Reid,1000000
DET,1998,Theo Ratliff,928080
DET,1998,Scot Pollard,818160
DET,1998,Randolph Childress,760000
DET,1998,Jerome Williams,652800
DET,1998,Rick Mahorn,480000
DET,1998,Charles O'Bannon,320000
DET,1998,Rumeal Robinson,272250
UTA,1998,Karl Malone,5118578
UTA,1998,John Stockton,5000000
UTA,1998,Jeff Hornacek,4195000
UTA,1998,Chris Morris,3000000
UTA,1998,Bryon Russell,2857144
UTA,1998,Adam Keefe,2300000
UTA,1998,Antoine Carr,1600000
UTA,1998,Howard Eisley,1240000
UTA,1998,Shandon Anderson,1200000
UTA,1998,Greg Ostertag,647400
UTA,1998,Jacque Vaughn,601320
UTA,1998,Greg Foster,504000
UTA,1998,Troy Hudson,242000
SEA,1998,Gary Payton,10514688
SEA,1998,Vin Baker,4064373
SEA,1998,Jim McIlvaine,3600000
SEA,1998,Nate McMillan,3500000
SEA,1998,Sam Perkins,3370000
SEA,1998,Detlef Schrempf,3333333
SEA,1998,Hersey Hawkins,3124100
SEA,1998,Dale Ellis,1920000
SEA,1998,Eric Snow,706300
SEA,1998,Sherell Ford,670800
SEA,1998,David Wingate,570000
SEA,1998,Jerome Kersey,500000
SEA,1998,Aaron Williams,500000
SEA,1998,Craig Ehlo,432081
SEA,1998,Greg Anthony,272250
SEA,1998,Stephen Howard,272250
SEA,1998,James Cotton,242000
POR,1998,Kenny Anderson,5010000
POR,1998,Brian Grant,5000000
POR,1998,Isaiah Rider,4210000
POR,1998,Arvydas Sabonis,3080000
POR,1998,Stacey Augmon,2800000
POR,1998,Rasheed Wallace,2329080
POR,1998,Gary Trent,1329009
POR,1998,Kelvin Cato,999240
POR,1998,Jermaine O'Neal,950640
POR,1998,Dontonio Wingfield,600000
POR,1998,John Crotty,420000
POR,1998,Vincent Askew,272250
POR,1998,Sean Higgins,272250
POR,1998,Alton Lister,272250
POR,1998,Alvin Williams,242000
DEN,1998,Bryant Stith,4030000
DEN,1998,Sherman Douglas,4025000
DEN,1998,LaPhonso Ellis,3650000
DEN,1998,Elmore Spencer,2050000
DEN,1998,Tony Battie,1946880
DEN,1998,Dean Garrett,1800000
DEN,1998,Johnny Newman,1325000
DEN,1998,Danny Fortson,1291440
DEN,1998,Eric Williams,1139520
DEN,1998,Tom Hammonds,970000
DEN,1998,George Zidek,784200
DEN,1998,Bobby Jackson,694920
DEN,1998,Priest Lauderdale,630000
DEN,1998,Randy Woods,500000
DEN,1998,Joe Wolf,480000
DEN,1998,Anthony Goldwire,330000
DEN,1998,Steve Scheffler,330000
DEN,1998,Eddie Johnson,300000
DEN,1998,Eric Washington,242000
MIN,1998,Tom Gugliotta,5500000
MIN,1998,Stanley Roberts,3750000
MIN,1998,Micheal Williams,2775000
MIN,1998,Doug West,2535000
MIN,1998,Stephon Marbury,2266320
MIN,1998,Kevin Garnett,2109120
MIN,1998,Terry Porter,2000000
MIN,1998,Sam Mitchell,1400000
MIN,1998,Bill Curley,1333800
MIN,1998,Cherokee Parks,1262640
MIN,1998,Chris Carr,900000
MIN,1998,Paul Grant,785400
MIN,1998,Shane Heal,384000
MIN,1998,Reggie Jordan,272250
MIN,1998,Clifford Rozier,272250
MIN,1998,DeJuan Wheat,242000
SAS,1998,David Robinson,12397440
SAS,1998,Sean Elliott,5333333
SAS,1998,Charles Smith,3957143
SAS,1998,Avery Johnson,3000000
SAS,1998,Tim Duncan,2967840
SAS,1998,Chuck Person,2470000
SAS,1998,Vinny Del Negro,2298777
SAS,1998,Will Perdue,1987500
SAS,1998,Carl Herrera,1820000
SAS,1998,Monty Williams,1235000
SAS,1998,Cory Alexander,562380
SAS,1998,Reggie Geary,272250
SAS,1998,Jaren Jackson,272250
SAS,1998,Malik Rose,272250
HOU,1998,Hakeem Olajuwon,11156000
HOU,1998,Clyde Drexler,5500000
HOU,1998,Mario Elie,2430000
HOU,1998,Charles Barkley,2250000
HOU,1998,Brent Price,1920000
HOU,1998,Kevin Willis,1800000
HOU,1998,Rodrick Rhodes,555900
HOU,1998,Matt Maloney,326700
HOU,1998,Randy Livingston,326700
HOU,1998,Eddie Johnson,326700
HOU,1998,Othella Harrington,326700
HOU,1998,Emanual Davis,326700
HOU,1998,Matt Bullard,326700
HOU,1998,Joe Stephens,272250
HOU,1998,Serge Zwikker,242000
VAN,1998,Otis Thorpe,5700000
VAN,1998,Blue Edwards,2300000
VAN,1998,Antonio Daniels,2149920
VAN,1998,George Lynch,2115000
VAN,1998,Anthony Peeler,2012500
VAN,1998,Bryant Reeves,1915680
VAN,1998,Doug Edwards,1430000
VAN,1998,Lee Mayberry,1320000
VAN,1998,Eric Mobley,1178000
VAN,1998,Tony Massenburg,750000
VAN,1998,Pete Chilcutt,700000
VAN,1998,Marcus Brown,500000
VAN,1998,Sam Mack,455000
VAN,1998,Chris Robinson,325000
VAN,1998,Ivano Newbill,272250
DAL,1998,Shawn Bradley,5940000
DAL,1998,A.C. Green,5095088
DAL,1998,Robert Pack,3240000
DAL,1998,Dennis Scott,2920000
DAL,1998,Khalid Reeves,1852000
DAL,1998,Erick Strickland,1600000
DAL,1998,Samaki Walker,1433040
DAL,1998,Kurt Thomas,1398960
DAL,1998,Michael Finley,816840
DAL,1998,Chris Anstey,713900
DAL,1998,Martin Muursepp,675120
DAL,1998,Hubert Davis,537500
DAL,1998,Adrian Caldwell,272250
DAL,1998,Kevin Ollie,272250
DAL,1998,Bubba Wells,260000
DAL,1998,Ace Custis,242000
GSW,1998,Latrell Sprewell,7770000
GSW,1998,Donyell Marshall,3990000
GSW,1998,Brian Shaw,3750000
GSW,1998,Joe Smith,3165160
GSW,1998,B.J. Armstrong,2600000
GSW,1998,Felton Spencer,2178099
GSW,1998,Bimbo Coles,1700000
GSW,1998,Adonal Foyle,1495000
GSW,1998,Erick Dampier,1478880
GSW,1998,Todd Fuller,1293240
GSW,1998,Duane Ferrell,1235000
GSW,1998,Dickey Simpkins,1235000
GSW,1998,David Vaughn,693840
GSW,1998,Carl Thomas,272250
LAC,1998,Stojko Vrankovic,3580000
LAC,1998,Loy Vaught,3350000
LAC,1998,Lamond Murray,2900000
LAC,1998,Pooh Richardson,2820710
LAC,1998,Rodney Rogers,2640000
LAC,1998,Lorenzen Wright,1701720
LAC,1998,Eric Piatkowski,1587500
LAC,1998,James Robinson,1500000
LAC,1998,Keith Closs,1200000
LAC,1998,Brent Barry,1082520
LAC,1998,Maurice Taylor,1051800
LAC,1998,Darrick Martin,431250
LAC,1998,Terry Dehere,386125
LAC,1998,James Collins,242000
LAC,1998,Nate Huffman,20000
SAC,1998,Billy Owens,4225200
SAC,1998,Lionel Simmons,3716500
SAC,1998,Olden Polynice,3610000
SAC,1998,Bobby Hurley,3552000
SAC,1998,Mahmoud Abdul-Rauf,3300000
SAC,1998,Mitch Richmond,3000000
SAC,1998,Michael Smith,1920000
SAC,1998,Kevin Gamble,1420250
SAC,1998,Tariq Abdul-Wahad,1226880
SAC,1998,Corliss Williamson,1199520
SAC,1998,Gary Grant,600000
SAC,1998,Terry Dehere,500000
SAC,1998,Kevin Salvadori,300000
SAC,1998,Derek Grimm,242000
SAC,1998,Anthony Johnson,242000
SAC,1998,Michael Stewart,242000
SAC,1998,Matt Fish,150000
SAC,1998,Stacey King,100000
LAL,1998,Shaquille O'Neal,12857143
LAL,1998,Elden Campbell,7000000
LAL,1998,Robert Horry,6000000
LAL,1998,Eddie Jones,2000000
LAL,1998,Nick Van Exel,1900000
LAL,1998,Sean Rooks,1440000
LAL,1998,Corie Blount,1430000
LAL,1998,Kobe Bryant,1167240
LAL,1998,Rick Fox,1000000
LAL,1998,Derek Fisher,703200
LAL,1998,Jon Barry,272500
LAL,1998,Mario Bennett,272500
LAL,1998,Shea Seals,242000
LAL,1998,DeJuan Wheat,20000
PHO,1998,Kevin Johnson,8000000
PHO,1998,Danny Manning,6833333
PHO,1998,Jason Kidd,5223333
PHO,1998,Hot Rod Williams,4550000
PHO,1998,Antonio McDyess,2876640
PHO,1998,Cedric Ceballos,2605000
PHO,1998,Mark Bryant,2250000
PHO,1998,Steve Nash,1053360
PHO,1998,Clifford Robinson,1000000
PHO,1998,Loren Meyer,722760
PHO,1998,Mario Bennett,630000
PHO,1998,Rex Chapman,326700
PHO,1998,Tom Chambers,272250
PHO,1998,Horacio Llamas Grey,272250
PHO,1998,George McCloud,272250
PHO,1998,William Cunningham,50000
BOS,1999,Kenny Anderson,5845000
BOS,1999,Dana Barros,3500000
BOS,1999,Greg Minor,2520000
BOS,1999,Dino Radja,2500000
BOS,1999,Pervis Ellison,2420000
BOS,1999,Popeye Jones,2381000
BOS,1999,Tony Battie,2238000
BOS,1999,Antoine Walker,2107000
BOS,1999,Ron Mercer,2033000
BOS,1999,Vitaly Potapenko,1339000
BOS,1999,Paul Pierce,1165000
BOS,1999,Walter McCarty,975000
BOS,1999,Dontae' Jones,953856
BOS,1999,Dwayne Schintzius,662500
BOS,1999,Eric Riley,537500
BOS,1999,Bruce Bowen,507000
BOS,1999,Marlon Garnett,287500
BOS,1999,Damon Jones,287500
TOR,1999,Charles Oakley,10186000
TOR,1999,Sharone Wright,4000000
TOR,1999,Dee Brown,3750000
TOR,1999,Micheal Williams,2975000
TOR,1999,Doug Christie,2353000
TOR,1999,Kevin Willis,2100000
TOR,1999,Vince Carter,1760000
TOR,1999,Tracy McGrady,1563000
TOR,1999,B.J. Tyler,1411000
TOR,1999,John Wallace,1021000
TOR,1999,Michael Stewart,1000000
TOR,1999,John Thomas,737000
TOR,1999,Negele Knight,537500
TOR,1999,Reggie Slater,400000
TOR,1999,Sean Marks,287500
TOR,1999,Paul Rogers,287500
NYK,1999,Patrick Ewing,18500000
NYK,1999,Larry Johnson,10186000
NYK,1999,Latrell Sprewell,8300000
NYK,1999,Allan Houston,7000000
NYK,1999,Chris Childs,3640000
NYK,1999,Marcus Camby,3164000
NYK,1999,Kurt Thomas,1750000
NYK,1999,Buck Williams,1670000
NYK,1999,Charlie Ward,1221000
NYK,1999,Dennis Scott,1000000
NYK,1999,Herb Williams,1000000
NYK,1999,David Wingate,1000000
NYK,1999,Mirsad Turkcan,739400
NYK,1999,Ben Davis,425000
NYK,1999,Rick Brunson,350000
PHI,1999,Matt Geiger,6800000
PHI,1999,Theo Ratliff,6000000
PHI,1999,Derrick Coleman,5600000
PHI,1999,Tyrone Hill,5352000
PHI,1999,Allen Iverson,3537000
PHI,1999,Brian Shaw,3400000
PHI,1999,Rex Walters,1625000
PHI,1999,Aaron McKie,1430000
PHI,1999,Larry Hughes,1330000
PHI,1999,Rick Mahorn,1000000
PHI,1999,George Lynch,1000000
PHI,1999,Harvey Grant,1000000
PHI,1999,Anthony Parker,867120
PHI,1999,Eric Snow,846300
PHI,1999,Doug Overton,600000
PHI,1999,Nazr Mohammed,535000
PHI,1999,Jerald Honeycutt,300000
PHI,1999,Casey Shaw,287500
NJN,1999,Jayson Williams,11000000
NJN,1999,Kendall Gill,5000000
NJN,1999,Rony Seikaly,4252000
NJN,1999,Jim McIlvaine,4200000
NJN,1999,Keith Van Horn,3054000
NJN,1999,Stephon Marbury,2562000
NJN,1999,Michael Cage,2350000
NJN,1999,Elliot Perry,2000000
NJN,1999,Kerry Kittles,1762000
NJN,1999,Eric Murdock,1750000
NJN,1999,Lucious Harris,1680000
NJN,1999,Scott Burrell,1000000
NJN,1999,Chris Carr,1000000
NJN,1999,Gheorghe Muresan,475000
NJN,1999,David Vaughn,450000
NJN,1999,Jamie Feick,425000
NJN,1999,Mark Hendrickson,425000
NJN,1999,William Cunningham,350000
WAS,1999,Juwan Howard,13125000
WAS,1999,Otis Thorpe,4400000
WAS,1999,Calbert Cheaney,4000000
WAS,1999,Mitch Richmond,2500000
WAS,1999,Tracy Murray,2380000
WAS,1999,Terry Davis,1750000
WAS,1999,Chris Whitney,1440000
WAS,1999,Tim Legler,1320000
WAS,1999,Lorenzo Williams,1316000
WAS,1999,Ben Wallace,800000
WAS,1999,John Coker,350000
WAS,1999,Jeff McInnis,350000
WAS,1999,Randell Jackson,287500
ATL,1999,Dikembe Mutombo,11218000
ATL,1999,Steve Smith,6300000
ATL,1999,Alan Henderson,4725000
ATL,1999,Ken Norman,3775000
ATL,1999,Mookie Blaylock,3600000
ATL,1999,Grant Long,2977000
ATL,1999,Tyrone Corbin,2400000
ATL,1999,LaPhonso Ellis,1750000
ATL,1999,Anthony Johnson,1000000
ATL,1999,Mark West,1000000
ATL,1999,Ed Gray,832440
ATL,1999,Roshown McLeod,740000
ATL,1999,Chris Crawford,350000
ATL,1999,Jeffrey Sheppard,287500
MIA,1999,Alonzo Mourning,13130000
MIA,1999,Tim Hardaway,5600000
MIA,1999,Jamal Mashburn,5033000
MIA,1999,P.J. Brown,4480000
MIA,1999,Dan Majerle,3290000
MIA,1999,Voshon Lenard,2837000
MIA,1999,Mark Strickland,2100000
MIA,1999,Duane Causwell,1454000
MIA,1999,Terry Mills,1145000
MIA,1999,Terry Porter,1000000
MIA,1999,Blue Edwards,850000
MIA,1999,Keith Askins,725000
MIA,1999,Marty Conlon,662500
MIA,1999,Rex Walters,537500
CHH,1999,Elden Campbell,7000000
CHH,1999,Derrick Coleman,6667000
CHH,1999,Anthony Mason,4165000
CHH,1999,Bobby Phills,3480000
CHH,1999,Eddie Jones,2200000
CHH,1999,David Wesley,2160000
CHH,1999,Joe Wolf,1000000
CHH,1999,Chuck Person,1000000
CHH,1999,Chucky Brown,850000
CHH,1999,Ricky Davis,680000
CHH,1999,Corey Beck,425000
CHH,1999,Brad Miller,287500
ORL,1999,Anfernee Hardaway,8505000
ORL,1999,Horace Grant,7843000
ORL,1999,Mark Price,5488000
ORL,1999,Isaac Austin,5000000
ORL,1999,Nick Anderson,3200000
ORL,1999,Derek Strong,3000000
ORL,1999,Darrell Armstrong,2900000
ORL,1999,Gerald Wilkins,2000000
ORL,1999,Yinka Dare,1657000
ORL,1999,Bo Outlaw,1150000
ORL,1999,Michael Doleac,1050000
ORL,1999,Danny Schayes,1000000
ORL,1999,Dominique Wilkins,1000000
ORL,1999,Matt Harpring,900000
ORL,1999,B.J. Armstrong,850000
ORL,1999,Jonathan Kerner,287500
ORL,1999,Miles Simon,287500
CLE,1999,Shawn Kemp,9740000
CLE,1999,Wesley Person,4200000
CLE,1999,Danny Ferry,4000000
CLE,1999,Bob Sura,3133000
CLE,1999,Andrew DeClercq,1440000
CLE,1999,Derek Anderson,1273000
CLE,1999,Brevin Knight,1092000
CLE,1999,Johnny Newman,1000000
CLE,1999,Corie Blount,537500
CLE,1999,Mitchell Butler,537500
CLE,1999,Earl Boykins,287500
CLE,1999,Ryan Stack,287500
CLE,1999,Cedric Henderson,250000
MIL,1999,Glenn Robinson,6380000
MIL,1999,Chris Gatling,4266000
